side1,side2,side3,validity
95606,13265,30765,0
53308,40569,43470,1
86341,82090,45594,1
77624,85046,54127,1
97050,94481,15469,1
88525,63871,62913,1
15226,88245,50703,0
35832,84096,86102,1
4224,16916,64777,0
46132,36153,67385,1
26548,55383,60786,1
73567,45481,22905,0
98561,25554,21873,0
86876,80174,33272,1
48043,55670,38822,1
61942,16306,21557,0
10654,81288,57674,0
95094,56223,45079,1
49817,54036,81784,1
71317,11393,55028,0
27524,88517,1350,0
76744,69916,72184,1
67953,2680,4166,0
8957,5442,51209,0
6725,81838,2037,0
43710,91111,85268,1
63471,73326,11911,1
96545,25234,66526,0
43483,22107,27833,1
12205,16846,70564,0
65403,60040,93646,1
84190,76615,93737,1
15435,31392,54420,0
19402,38747,63059,0
87849,50620,98607,1
93175,25149,80020,1
48560,43942,30636,1
46570,23764,4412,0
14475,26248,17453,1
10972,13794,95342,0
87148,34713,53092,1
51256,14077,1989,0
12116,23774,59888,0
56361,80378,92307,1
45804,77874,66145,1
40081,27877,23974,1
23094,78719,65409,1
93782,96305,67605,1
77295,13064,77567,1
2277,11195,105,0
36169,20511,9449,0
38989,35962,44389,1
51956,63804,57830,1
73181,31780,86619,1
14734,55901,45517,1
62767,70269,7583,1
53791,82718,68705,1
16510,22375,14270,1
25936,28223,13034,1
10238,25031,77409,0
60968,20454,55432,1
99880,2133,1141,0
24216,27708,3984,1
38794,21170,18758,1
86081,47078,55776,1
709,86773,94844,0
22768,86434,1676,0
2719,45470,97351,0
97430,78085,43754,1
45961,63399,92808,1
20371,54924,39767,1
81700,4151,65248,0
39703,58619,87357,1
83485,57754,44122,1
91908,46499,71351,1
3906,2996,97338,0
50695,74463,51010,1
61232,60638,79349,1
46841,43684,95136,0
44429,35451,98602,0
58048,75590,57917,1
8899,80835,11219,0
14105,5787,15459,1
67801,97348,52142,1
60289,38750,63021,1
70144,87318,6835,0
64776,35400,18345,0
87895,25891,95019,1
77643,99901,89338,1
53352,79495,75591,1
82465,20473,53325,0
48968,33669,37377,1
768,8102,47842,0
54212,77618,73516,1
10852,50606,27302,0
76175,95787,7667,0
56140,12223,96644,0
93762,49687,45143,1
45002,68841,86828,1
78676,40064,79653,1
39535,58418,38801,1
50579,40090,88688,1
81891,31965,23695,0
21471,38274,96401,0
54050,60468,39673,1
75025,57549,50522,1
40768,58134,3958,0
71856,3699,80633,0
5261,6653,44917,0
74257,58378,90678,1
27889,90099,3799,0
22790,7660,70711,0
76593,87079,13247,1
86085,3989,42122,0
34888,48925,30198,1
57176,13847,7574,0
46874,57096,82415,1
51721,56189,70065,1
25527,84704,90365,1
11089,26015,69215,0
72201,86034,54309,1
71675,81540,28605,1
11391,45835,87887,0
91916,74065,94669,1
51355,13957,92037,0
41018,75286,26258,0
82686,31848,78320,1
1635,34348,37570,0
81259,49367,63824,1
85045,86920,8422,1
13775,32044,67503,0
32364,55518,21847,0
44073,29245,56873,1
50698,78366,42182,1
28592,12048,18577,1
39323,11073,17903,0
89872,79920,18526,1
45835,99346,71394,1
11178,3846,39168,0
44932,23408,81452,0
22196,96278,32187,0
81134,73268,99982,1
77656,48132,45267,1
55082,9733,39932,0
93470,82809,5552,0
96620,85041,63951,1
20137,98289,82971,1
89281,22991,21728,0
24312,69691,49492,1
45829,12160,97455,0
90477,80226,87354,1
66634,60823,10622,1
70364,66746,16046,1
15489,29793,92795,0
80357,29507,71294,1
75420,9310,50819,0
84419,54368,87244,1
