side1,side2,side3,validity
595,177012,177013,1
303,2204,7152,0
164,6928,13,0
678,114920,114922,1
359,64440,64441,1
975,1843,6641,0
729,265720,265721,1
917,1835,9728,0
360,3507,9085,0
12960,161,12961,1
483,44,485,1
126,3968,3970,1
628,3481,6086,0
109560,662,109562,1
938,1649,3891,0
872,190095,190097,1
890,6340,5950,0
92880,431,92881,1
141,9940,9941,1
430,46224,46226,1
682,4927,4544,0
708,9213,4741,0
96720,622,96722,1
874,453,8291,0
158,6736,9916,0
195312,625,195313,1
174,7568,7570,1
156,6083,6085,1
612,6578,4479,0
489,976,721,0
26895,328,26897,1
286,3194,8217,0
34,7307,3660,0
130,4224,4226,1
3444,83,3445,1
482,58080,58082,1
715,255612,255613,1
3,4,5,1
500,9188,7098,0
557,685,8113,0
688,2559,3376,0
454,4563,7798,0
808,163215,163217,1
347,5461,7559,0
353640,841,353641,1
702,123200,123202,1
34,288,290,1
691,238740,238741,1
394,3661,3527,0
171,14620,14621,1
668,2502,4118,0
970,9971,9674,0
143,24,145,1
795,8873,7455,0
158,6240,6242,1
40,3938,9418,0
887,393384,393385,1
859,7666,8219,0
313,458,395,0
271,1083,8624,0
883,389844,389845,1
697,242904,242905,1
452200,951,452201,1
943,444624,444625,1
864,186623,186625,1
3135,112,3137,1
192,5341,9400,0
499,124500,124501,1
792,156815,156817,1
766,1958,4436,0
155235,788,155237,1
3599,120,3601,1
429,6002,5621,0
5724,107,5725,1
336,9185,4900,0
137,7676,8311,0
318,1320,7445,0
918,6863,8989,0
129540,509,129541,1
63503,504,63505,1
3024,110,3026,1
507,7548,7092,0
100800,449,100801,1
591,7748,3845,0
226,9009,7281,0
189,17860,17861,1
63,16,65,1
182,5138,8282,0
48840,442,48842,1
89400,598,89402,1
35112,265,35113,1
114,3248,3250,1
169,9745,4888,0
738,136160,136162,1
85848,586,85850,1
376,1355,9630,0
404,4333,9065,0
72,1295,1297,1
235224,970,235226,1
6160,111,6161,1
914,1633,2018,0
694,5560,7165,0
904,1049,2585,0
132,4355,4357,1
767,2359,4120,0
421,5985,8352,0
141,3321,5085,0
769,9375,8634,0
31683,356,31685,1
308112,785,308113,1
5512,105,5513,1
431,92880,92881,1
305,7471,6834,0
61008,494,61010,1
602,90600,90602,1
942,7727,4366,0
807,325624,325625,1
727,5997,6789,0
506,7924,5013,0
662,2782,9473,0
9603,196,9605,1
528,7267,504,0
162,3662,9583,0
78012,395,78013,1
288040,759,288041,1
869,2713,817,0
871,3948,2527,0
889,3932,6406,0
18495,272,18497,1
273,37264,37265,1
766,6810,9767,0
555,4664,7324,0
809,327240,327241,1
749,1631,1062,0
167,2932,2551,0
36,6706,1291,0
157,12324,12325,1
954,9734,6596,0
291,42340,42341,1
217155,932,217157,1
235,7258,4389,0
724,2689,5913,0
400,6460,8564,0
785,2705,6298,0
295,1110,6610,0
653,213204,213205,1
652,8692,5702,0
146,8490,6768,0
537,144184,144185,1
35,612,613,1
137640,742,137642,1
890,8716,6625,0
23103,304,23105,1
915,5305,6494,0
527,4111,6892,0
285012,755,285013,1
28084,237,28085,1
990,245024,245026,1
165,7401,7605,0
