side1,side2,side3,validity
252,864,900,1
3400,64685,64770,0
287605,7469,287508,1
2144,32227,32294,0
855,1520,1710,0
1320,25113,25146,0
127581,127719,6003,0
7990,1222,7896,1
224006,224068,5332,0
28392,28483,2275,1
18525,18715,2660,1
3120,62361,62439,1
28392,1288,28364,0
5550,102600,102750,1
6292,6318,585,0
1095,81,1092,1
2100,2184,672,0
7560,332724,332808,0
2077,15075,15209,0
335502,7452,335421,0
4800,179968,180032,1
98410,98436,2288,0
1989,50700,50739,1
64800,64864,2912,0
6300,132225,132375,1
154207,3807,154160,1
5396,191520,191596,1
83334,1700,83317,0
168,2349,2355,1
28392,28470,2106,1
50,205,210,0
36456,1456,36428,0
1224,10368,10440,1
214272,214458,9021,0
4176,117000,117072,0
-31,31,0,1
78,104,130,1
4218,592,4181,0
3969,160720,160769,1
36,18,0,0
1008,5124,5208,0
69595,2077,69564,1
52040,52080,2080,0
1806,38808,38850,1
1325,1431,583,0
6162,243360,243438,1
5810,117670,117810,0
310,4800,4810,1
4500,4575,825,1
14175,14301,1953,0
90756,2556,90720,1
2394,32928,33012,0
320922,7290,320841,0
2896,304,2880,1
52825,1625,52800,1
2442,87945,87978,0
3381,116620,116669,1
152136,4680,152064,1
0,0,0,1
30153,30267,2679,0
123120,123310,6935,0
3060,32912,33048,0
630,4704,4746,1
1098,84,1095,0
3540,53041,53159,1
14715,891,14688,1
4928,108360,108472,1
2479,21708,21842,0
151536,151580,3652,1
13008,464,13000,0
5192,292,5184,0
0,0,0,1
700,1680,1820,1
109175,109230,3520,0
143463,143514,3876,0
885,1003,472,1
44,55,66,0
210743,210786,4300,0
104194,5015,104076,0
1625,1755,715,0
40,96,104,1
4380,4453,803,1
960,4752,4848,1
34752,3648,34560,1
8464,380972,381064,0
880,3608,3696,0
132,671,682,0
2640,19712,19888,1
28875,28925,1700,1
90720,90860,5110,0
2160,30312,30384,0
177,295,236,1
227755,227810,5060,0
360,450,270,1
143846,6390,143704,1
79550,3698,79464,1
21150,21338,2914,0
3096,31752,31896,0
134904,135050,6278,1
76440,76531,3731,1
3619,85008,85085,1
127093,127166,4380,0
36491,3640,36309,1
840,504,672,1
73008,73104,3792,0
15979,779,15960,1
627,17864,17875,1
1953,9300,9486,0
24158,3008,23970,1
2080,39572,39624,0
522,2320,2378,1
290,696,754,1
193520,193579,4779,1
110,600,610,1
166670,166740,4900,0
43392,3392,43264,0
60100,2500,60050,0
2080,81146,81172,0
71920,72080,4800,1
23112,1512,23064,0
3905,138600,138655,1
168,168,0,1
145180,145241,4209,1
22100,2100,22000,1
1334,7018,7134,0
3626,67032,67130,1
195102,4590,195048,1
14012,1860,13888,1
10584,10710,1638,1
83334,3827,83248,0
957,7424,7482,0
3312,39675,39813,1
52702,2366,52650,0
3572,83904,83980,1
105057,5832,104895,1
46080,46176,2976,1
6175,684,6137,1
64390,3478,64296,1
1134,45920,45934,1
3744,176007,176046,0
150,864,876,0
367242,8536,367145,0
38016,38034,1170,1
91390,3510,91325,0
12470,1462,12384,1
1976,23788,23864,0
7650,1170,7560,1
56481,3953,56347,0
52142,52258,3480,1
78144,78181,2405,1
162344,4160,162292,0
6720,6800,1040,1
99158,4171,99072,0
2890,152,2886,1
1743,35301,35343,0
40530,2415,40460,0
19786,1014,19760,1
10130,450,10120,1
19418,1752,19345,0
7150,7250,1200,1
4464,80290,80414,1
112761,4845,112659,0
87165,3960,87075,1
36414,3087,36288,0
8134,1862,7938,0
1450,240,1430,1
2257,41724,41785,1
5328,5402,925,0
30660,30744,2352,0
35785,2465,35700,1
204085,204255,8415,0
245,294,196,0
132940,6992,132756,1
326,37,324,0
24975,25049,1924,1
201,6732,6735,1
0,0,0,1
651,2232,2325,1
118830,2670,118800,1
37044,37212,3612,0
18176,18318,2343,0
19152,19248,1920,1
166130,4958,166056,1
133,171,209,0
24820,24888,1904,0
0,0,0,1
5390,183337,183414,0
188160,188200,3880,1
2112,2288,880,1
46410,1974,46368,1
3649,3738,890,0
12176,624,12160,1
14080,14190,1815,0
1446,96,1443,0
3526,72240,72326,1
3445,83,3444,1
257380,5916,257312,1
2368,37851,37925,1
4350,163096,163154,1
20995,21090,2090,0
2183,708,2065,1
30,10,30,0
106148,2720,106114,0
4745,1168,4599,1
6561,6723,1539,0
1066,12833,12874,0
3692,63700,63804,0
1848,14336,14448,0
6304,896,6240,1
20064,20140,1748,1
410875,8835,410780,1
1189,17220,17261,1
17219,2144,17085,1
44352,44373,1365,1
5520,5658,1242,1
2940,72000,72060,1
11040,11224,2024,1
22176,22260,1932,1
190080,190128,4272,1
6111,296352,296415,1
159250,5586,159152,1
67536,1824,67512,0
382356,7800,382278,0
1071,4032,4158,0
936,468,832,0
22911,1407,22869,0
275674,275772,7448,0
1862,45600,45638,1
65088,5088,64896,0
2001,87032,87055,1
110585,4335,110500,1
250,200,300,0
230,2640,2650,1
68292,2436,68250,0
156839,156981,6745,0
1444,6156,6308,0
632,1975,2054,0
2100,71430,71460,0
15120,15204,1596,1
93252,5396,93100,0
18216,2668,18032,0
89328,2928,89280,1
-84,84,0,1
5894,294,5887,0
92778,92862,3990,0
36800,36928,3072,1
27260,3196,27072,1
57684,57741,2565,1
36075,2325,36000,1
91200,91314,4617,0
67983,5115,67797,0
4557,111600,111693,1
4068,540,4032,1
2652,45045,45123,1
121930,6586,121752,1
426,284,355,0
126548,126616,4216,0
10865,10906,984,0
9706,690,9683,0
52825,52850,1650,0
3081,60040,60119,1
90428,5828,90240,1
47437,2788,47355,1
7144,135642,135830,1
3784,38808,38984,0
141040,141083,3483,1
270,225,180,0
5890,136958,137082,0
576,2928,2976,0
103361,2911,103320,1
102,30,98,0
648,3861,3915,1
77400,77480,3520,1
945,1071,504,1
81250,2850,81200,1
8856,1656,8712,0
6279,6305,572,1
130504,3432,130460,0
123,41,123,0
841,842,42,0
5002,902,4920,1
4039,336,4025,1
4697,88084,88206,0
69760,4224,69632,1
64,80,48,1
85020,5148,84864,1
825,30932,30943,1
113685,2739,113652,1
83148,3772,83066,0
1311,12420,12489,1
623,27720,27727,1
9810,594,9792,1
4154,124687,124754,0
137700,137836,6188,0
25146,1320,25113,0
61178,1274,61165,0
610,110,600,1
9504,9540,828,1
8036,1764,7840,1
37890,2610,37800,1
32,36,18,0
63278,3886,63162,0
15156,756,15138,0
3115,54468,54557,1
35,289,291,0
57836,57912,3040,0
400,410,90,1
120159,120317,6241,0
71638,5390,71442,0
11584,1216,11520,1
27750,1290,27720,1
1083,4617,4731,0
2814,670,2747,0
112258,112422,6150,0
20436,1482,20384,0
268,335,201,1
46827,46913,2881,0
162468,162504,3456,0
198998,8648,198810,1
0,76,76,1
442176,442270,9118,1
15762,1562,15691,0
78573,78606,2310,0
60528,1728,60504,0
3486,798,3402,0
0,0,0,1
1176,28800,28824,1
95040,95085,2925,1
62181,62235,2592,1
3927,73644,73746,0
150,75,150,0
216,1938,1950,1
105688,4312,105600,1
103550,6270,103360,1
1380,23120,23160,0
8645,410592,410683,1
0,0,0,1
1984,30720,30784,1
4440,128834,128908,0
8190,182250,182430,0
170100,170268,7644,0
5432,75951,76145,1
102986,103012,2340,0
1196,13728,13780,1
4590,1350,4410,0
168241,7553,168075,0
5928,5930,154,1
2793,68400,68457,1
7708,157920,158108,1
6048,6120,936,1
252,735,777,1
1950,2106,858,0
11020,11096,1368,0
30800,30940,2940,1
46482,2440,46421,0
53331,53418,3132,0
1460,7227,7373,1
1245,51660,51675,1
4368,85120,85232,1
94,2208,2210,1
16800,16840,1160,1
1376,9718,9804,0
484,5313,5335,1
49062,49130,2584,1
2920,2928,224,0
335,5445,5455,0
145080,145158,4758,1
58898,2450,58849,0
102565,102638,3942,0
8733,1633,8591,0
97,194,194,0
117508,5220,117392,1
16268,16434,2407,0
264,168,216,0
97650,3900,97575,0
157990,3360,157955,0
4536,95202,95310,1
49950,50098,3848,1
5517,315,5508,1
2800,2814,287,0
210,350,280,1
81090,5400,80910,1
293040,293114,6586,1
40416,2784,40320,1
126075,126225,6225,0
2448,56355,56406,0
16575,16590,720,0
97722,4941,97600,0
3526,3612,860,0
151800,151950,6750,1
62860,62888,1904,0
0,0,0,1
73780,73811,2139,1
2784,2900,812,1
5959,1180,5841,1
91125,91215,4095,0
1595,1606,198,0
2158,89544,89570,1
53391,53469,2925,0
2432,46176,46240,1
192357,8265,192183,0
16434,2407,16268,0
1488,69184,69200,1
84,245,259,1
20629,20678,1470,0
48040,1960,48000,1
17738,17836,1960,0
5208,156324,156408,0
74999,3367,74925,0
12156,12168,552,0
243212,6396,243130,0
221195,6059,221112,1
6248,137385,137527,1
12096,12264,2100,0
96815,5092,96681,1
48138,3763,47996,0
1176,1225,343,1
156333,156519,7719,0
8004,348128,348220,1
74,0,74,1
35200,35244,1782,0
65,39,52,1
46250,46300,2200,0
900,11232,11268,1
2402,98,2400,1
98728,98840,4704,1
5052,252,5046,0
0,26,26,1
291,35,289,0
65572,1872,65546,0
8130,290,8125,0
126936,127080,6048,1
2646,127035,127062,0
1445,5440,5610,0
172,215,129,1
32227,32294,2144,0
2736,37632,37728,0
79560,3384,79488,1
2574,50160,50226,1
360,216,288,1
49631,2480,49569,1
4444,880,4356,1
480,600,360,1
37728,2736,37632,0
1079,21853,21879,0
714,6048,6090,1
11664,11682,657,0
154435,6432,154301,1
8645,192375,192565,0
5085,675,5040,1
71628,3760,71534,0
2021,47472,47515,1
40620,3120,40500,1
14580,14661,1539,1
55200,55392,4608,1
2888,27360,27512,1
360,450,540,0
3995,169764,169811,1
252,324,396,0
35730,1134,35712,1
438,292,365,0
40755,3315,40625,0
40020,40043,1357,1
148344,7140,148176,0
994,426,923,0
38726,3283,38592,0
481,1332,1406,0
354074,354172,8428,0
6960,7134,1566,1
20816,20832,832,0
2592,31050,31158,1
86241,3135,86184,1
129519,129681,6480,1
111370,111542,6192,1
812,2784,2900,1
5025,91723,91857,0
225,1680,1695,1
189974,190146,8170,0
5502,399,5488,0
3220,56304,56396,1
5688,102305,102463,1
1350,675,1200,0
1320,21760,21800,1
3760,146687,146734,0
26944,1344,26912,0
41952,41990,1786,1
1824,10868,11020,1
0,98,98,1
6764,147136,147288,0
0,-17,17,1
972,16551,16578,0
18980,1404,18928,1
104118,2812,104081,0
57528,57622,3290,1
75294,3807,75200,0
6380,748,6336,1
142848,142920,4536,1
6175,97280,97470,0
6237,151263,151389,0
567,585,144,1
2400,28750,28850,1
23560,23591,1209,1
1729,16380,16471,1
60233,60367,4020,1
1537,10388,10494,0
237274,6586,237185,0
2697,125396,125425,1
748,11990,12012,0
1989,585,1911,0
8192,8256,1056,0
7310,157080,157250,1
15960,16040,1600,1
10438,612,10421,0
3024,3192,1092,0
236974,6674,236880,1
81098,81190,3864,1
6468,6545,1001,1
648,5220,5256,0
26040,26071,1271,1
221526,6510,221433,0
54516,54575,2537,1
16060,16133,1533,1
209496,209554,4930,1
13266,1943,13132,0
2304,80672,80704,0
2419,23600,23718,0
31005,747,30996,1
990,7975,8030,0
1296,52480,52496,1
13468,13505,999,1
6532,150165,150307,1
320,9925,9930,0
26292,2100,26208,1
31025,2295,30940,1
132,1449,1455,1
10600,10640,960,0
109284,4284,109200,1
4840,133056,133144,1
7200,7250,850,1
29280,2240,29200,0
6720,6888,1512,1
3125,3135,255,0
34476,3276,34320,1
26244,26406,2997,0
0,0,0,1
690,1656,1794,1
7175,448,7161,1
2184,45838,45890,1
28080,28100,1060,1
65669,5044,65475,1
12937,663,12920,1
7980,1120,7910,0
2108,33790,33852,0
5244,99567,99705,1
0,0,0,1
6853,128516,128694,0
26918,2150,26832,1
13090,2002,12936,1
276305,6351,276232,1
1824,27417,27474,0
5355,227556,227619,1
107190,3150,107145,0
531,15660,15669,1
271440,271527,6873,1
2077,33759,33821,0
3575,116160,116215,1
384,832,896,0
148050,148190,6440,1
50582,1190,50568,1
92862,2508,92829,0
4550,500,4525,0
1190,510,1105,0
5913,6059,1387,0
79196,4108,79092,0
89102,4048,89010,1
160706,7735,160524,0
3096,130068,130104,0
52855,52965,3465,0
702,3120,3198,1
68121,68202,3402,0
2236,29025,29111,1
45585,45630,2070,0
29484,29666,3367,0
83250,3870,83160,1
12376,1176,12320,1
873,42336,42345,1
0,148,74,0
4275,45980,46170,0
137618,4740,137539,0
247,1053,1079,0
174935,4543,174876,1
680,2125,2210,0
65455,65474,1596,0
462,110,451,0
685,686,38,0
27440,27510,1995,0
29832,2332,29744,0
29406,29412,600,0
78676,78728,2912,0
5772,5784,384,0
37040,1760,37000,0
92,92,0,1
3264,153442,153476,0
10192,10220,756,1
1690,416,1638,1
94773,94794,2016,0
2418,72579,72618,0
145344,5376,145248,0
2695,2849,924,1
137294,137332,3268,0
178650,5250,178575,0
92448,6048,92256,0
15325,15350,900,0
28392,28470,2106,1
5811,264,5805,1
3710,3724,336,0
144625,144714,5162,0
4872,103544,103656,0
3078,29160,29322,1
0,-76,76,1
1044,3045,3219,1
2695,31680,31790,0
5859,6045,1488,1
57159,2484,57105,1
46575,46737,3888,1
7372,272861,272958,0
1368,25974,26010,1
232951,5751,232880,1
290570,290668,7644,0
22425,22503,1872,1
1386,357,1344,0
62402,3198,62320,1
4958,80586,80734,0
19648,1152,19616,0
350,840,910,1
1368,24660,24696,0
1000,280,960,1
175890,175956,4884,0
45,36,54,0
25914,1218,25886,0
118391,4641,118300,1
8722,213600,213778,1
2728,42240,42328,1
4824,492,4800,0
189600,189758,7742,1
19200,19240,1240,1
648,702,270,1
6970,1066,6888,1
3276,360,3258,0
113582,3782,113521,0
0,120,60,0
4810,88920,89050,1
3075,30000,30150,0
2178,35904,35970,1
1178,403,1116,0
97281,3969,97200,1
3454,286,3443,0
2730,672,2646,1
3053,52675,52761,0
136,170,102,1
6776,6888,1288,0
3240,3260,370,0
786,57,784,0
24354,1647,24300,0
675,3888,3942,0
128874,7050,128686,0
46913,2881,46827,0
120,60,120,0
244319,5369,244260,1
58867,58953,3225,0
28900,1520,28860,1
0,0,0,1
3944,57120,57256,1
968,984,184,0
260820,260883,5733,1
265024,265088,5888,0
4760,83232,83368,1
784,19200,19216,1
3476,38157,38315,1
608,11544,11560,1
19093,19154,1586,0
10528,10622,1410,1
714,336,630,1
2451,25137,25251,0
138098,4002,138040,1
3078,41496,41610,1
484,486,45,0
5472,131271,131385,1
8410,986,8352,1
7630,462,7616,1
5795,176700,176795,1
135660,6230,135520,0
30492,30548,1876,0
3612,860,3526,0
2639,58725,58783,0
42653,1053,42640,1
7524,1056,7458,0
0,15,15,1
3300,3355,605,1
40733,40887,3619,0
155,2400,2405,1
2376,49950,50004,0
16,30,34,1
83,19,81,0
0,-95,95,1
968,5280,5368,1
157092,157145,4081,1
395,316,474,0
132,44,132,0
209933,4717,209880,1
21014,912,20995,0
4928,189696,189760,1
23232,23328,2160,0
7920,1160,7840,0
2185,11495,11685,0
2132,468,2080,1
33762,1088,33745,0
144,156,60,1
10640,960,10600,0
83335,83370,2450,0
5568,133574,133690,1
111807,111834,2484,0
202384,4816,202328,0
5767,102384,102542,0
1105,425,1020,1
104975,105070,4560,0
702,4394,4446,0
27544,2200,27456,1
4092,792,4026,0
405,3024,3051,1
23294,23332,1368,0
55874,3276,55783,0
1792,48416,48448,0
-56,56,0,1
44298,2898,44206,0
3350,112200,112250,1
4646,920,4554,1
3105,69828,69897,1
0,104,52,0
495,6561,6579,0
105378,6279,105196,0
7224,296270,296356,0
406550,8742,406456,1
82869,82938,3450,0
4437,94299,94401,0
63000,63025,1775,1
2220,33263,33337,1
750,810,330,0
2976,35650,35774,1
138432,3008,138400,0
1050,13104,13146,1
148070,6298,147936,1
1692,15181,15275,1
8,10,6,1
53430,2886,53352,1
350,280,210,1
14256,2088,14112,0
129370,6630,129200,1
2000,2050,450,1
260,3375,3385,1
12980,13039,1239,1
174,174,0,1
67616,2080,67584,1
2024,44572,44616,0
3410,45198,45322,0
3135,51680,51775,1
2788,23616,23780,1
820,32810,32820,0
273,455,364,1
241920,242016,6816,1
2254,55200,55246,1
4623,159460,159527,1
209,1980,1991,1
2150,46200,46250,1
133650,133782,6006,0
256804,5704,256742,0
74,1368,1370,1
3990,79895,79990,0
623,801,979,0
114660,114790,5525,0
161350,6720,161210,1
42714,3339,42588,0
496,3503,3534,0
1325,7632,7738,0
15048,2376,14872,0
29406,594,29400,1
702,26685,26694,0
9408,9504,1392,0
210444,210515,5467,1
1332,132,1326,0
21696,2880,21504,1
157528,157625,5529,1
348,1015,1073,1
3300,90720,90780,1
90552,90650,4214,1
214370,6120,214285,0
49205,49218,1144,0
1612,19406,19468,0
100776,4628,100672,0
2320,15680,15840,0
16900,16950,1325,0
42550,1978,42504,1
