side1,side2,side3,validity
43617,951221344,951221345,1
54611,1491180660,1491180661,1
82417,3396280944,3396280945,1
20292,23469,17458,0
2267,2569644,2569645,1
92998,68690,59695,0
97403,4743672204,4743672205,1
4365,9526612,9526613,1
65871,2169494320,2169494321,1
61039,1862879760,1862879761,1
93614,87898,24647,0
9310,19149,79849,0
24636,85941,21050,0
93459,4367292340,4367292341,1
92725,4298962812,4298962813,1
34468,27510,84014,0
36194,48827,32076,0
48258,5688,4259,0
70797,2506107604,2506107605,1
5543,15362424,15362425,1
63716,65266,67700,0
34246,2303,35231,0
63511,2016823560,2016823561,1
9870,79750,38018,0
65421,2139953620,2139953621,1
16867,142247844,142247845,1
87825,3856615312,3856615313,1
17132,39539,3058,0
85552,56645,57267,0
83138,6106,56349,0
27042,47253,45952,0
26245,344400012,344400013,1
38338,81680,13649,0
58254,37574,53956,0
49999,1249950000,1249950001,1
37620,28455,49796,0
37541,704663340,704663341,1
44196,25574,14269,0
17922,21948,48739,0
78094,65929,88883,0
358,29521,52747,0
79907,3192564324,3192564325,1
75570,1464,50860,0
4716,43406,53043,0
33914,16694,75130,0
75147,2823535804,2823535805,1
51065,1303817112,1303817113,1
542,30336,43823,0
28149,396183100,396183101,1
97668,91757,29148,0
21396,31274,79295,0
69453,2411859604,2411859605,1
77988,45345,42072,0
12903,83243704,83243705,1
51160,38289,41313,0
49192,26510,74202,0
13760,39995,95777,0
40897,836282304,836282305,1
39983,799320144,799320145,1
24857,308935224,308935225,1
75377,2840846064,2840846065,1
79905,3192404512,3192404513,1
92263,4256230584,4256230585,1
40160,82862,31848,0
87513,3829262584,3829262585,1
86844,68542,11689,0
17114,96191,61716,0
30369,461138080,461138081,1
10516,48310,63903,0
79026,5160,63842,0
7273,26448264,26448265,1
88932,63711,59666,0
44862,80167,91533,0
41588,98911,99287,0
29491,434859540,434859541,1
27341,373765140,373765141,1
44986,73931,447,0
62939,1980658860,1980658861,1
71366,17633,85361,0
74874,59990,48496,0
55003,1512665004,1512665005,1
