side1,side2,side3,side1^2,side2^2,side3^2,validity
43617,951221344,951221345,1902442689,904822045281166336,904822047183609025,1
54611,1491180660,1491180661,2982361321,2223619760758035600,2223619763740396921,1
82417,3396280944,3396280945,6792561889,11534724250577531136,11534724257370093025,1
20292,23469,17458,411765264,550793961,304781764,0
2267,2569644,2569645,5139289,6603070286736,6603075426025,1
92998,68690,59695,8648628004,4718316100,3563493025,0
97403,4743672204,4743672205,9487344409,22502425979002217616,22502425988489562025,1
4365,9526612,9526613,19053225,90756336198544,90756355251769,1
65871,2169494320,2169494321,4338988641,4706705604512262400,4706705608851251041,1
61039,1862879760,1862879761,3725759521,3470321000217657600,3470321003943417121,1
93614,87898,24647,8763580996,7726058404,607474609,0
9310,19149,79849,86676100,366684201,6375862801,0
24636,85941,21050,606932496,7385855481,443102500,0
93459,4367292340,4367292341,8734584681,19073242383022675600,19073242391757260281,1
92725,4298962812,4298962813,8597925625,18481081258958947344,18481081267556872969,1
34468,27510,84014,1188043024,756800100,7058352196,0
36194,48827,32076,1310005636,2384075929,1028869776,0
48258,5688,4259,2328834564,32353344,18139081,0
70797,2506107604,2506107605,5012215209,6280575322826620816,6280575327838836025,1
5543,15362424,15362425,30724849,236004071155776,236004101880625,1
63716,65266,67700,4059728656,4259650756,4583290000,0
34246,2303,35231,1172788516,5303809,1241223361,0
63511,2016823560,2016823561,4033647121,4067577272171073600,4067577276204720721,1
9870,79750,38018,97416900,6360062500,1445368324,0
65421,2139953620,2139953621,4279907241,4579401495751104400,4579401500031011641,1
16867,142247844,142247845,284495689,20234449122648336,20234449407144025,1
87825,3856615312,3856615313,7713230625,14873481664752857344,14873481672466087969,1
17132,39539,3058,293505424,1563332521,9351364,0
85552,56645,57267,7319144704,3208656025,3279509289,0
83138,6106,56349,6911927044,37283236,3175209801,0
27042,47253,45952,731269764,2232846009,2111586304,0
26245,344400012,344400013,688800025,118611368265600144,118611368954400169,1
38338,81680,13649,1469802244,6671622400,186295201,0
58254,37574,53956,3393528516,1411805476,2911249936,0
49999,1249950000,1249950001,2499900001,1562375002500000000,1562375004999900001,1
37620,28455,49796,1415264400,809687025,2479641616,0
37541,704663340,704663341,1409326681,496550422739955600,496550424149282281,1
44196,25574,14269,1953286416,654029476,203604361,0
17922,21948,48739,321198084,481714704,2375490121,0
78094,65929,88883,6098672836,4346633041,7900187689,0
358,29521,52747,128164,871489441,2782246009,0
79907,3192564324,3192564325,6385128649,10192466962877576976,10192466969262705625,1
75570,1464,50860,5710824900,2143296,2586739600,0
4716,43406,53043,22240656,1884080836,2813559849,0
33914,16694,75130,1150159396,278689636,5644516900,0
75147,2823535804,2823535805,5647071609,7972354436469926416,7972354442116998025,1
51065,1303817112,1303817113,2607634225,1699939061544020544,1699939064151654769,1
542,30336,43823,293764,920272896,1920455329,0
28149,396183100,396183101,792366201,156961048725610000,156961049517976201,1
97668,91757,29148,9539038224,8419347049,849605904,0
21396,31274,79295,457788816,978063076,6287697025,0
69453,2411859604,2411859605,4823719209,5817066749407036816,5817066754230756025,1
77988,45345,42072,6082128144,2056169025,1770053184,0
12903,83243704,83243705,166487409,6929514255639616,6929514422127025,1
51160,38289,41313,2617345600,1466047521,1706763969,0
49192,26510,74202,2419852864,702780100,5505936804,0
13760,39995,95777,189337600,1599600025,9173233729,0
40897,836282304,836282305,1672564609,699368091983548416,699368093656113025,1
39983,799320144,799320145,1598640289,638912692604180736,638912694202821025,1
24857,308935224,308935225,617870449,95440972627930176,95440973245800625,1
75377,2840846064,2840846065,5681692129,8070406359344292096,8070406365025984225,1
79905,3192404512,3192404513,6384809025,10191446568237958144,10191446574622767169,1
92263,4256230584,4256230585,8512461169,18115498784176981056,18115498792689442225,1
40160,82862,31848,1612825600,6866111044,1014295104,0
87513,3829262584,3829262585,7658525169,14663251937222357056,14663251944880882225,1
86844,68542,11689,7541880336,4698005764,136632721,0
17114,96191,61716,292888996,9252708481,3808864656,0
30369,461138080,461138081,922276161,212648328826086400,212648329748362561,1
10516,48310,63903,110586256,2333856100,4083593409,0
79026,5160,63842,6245108676,26625600,4075800964,0
7273,26448264,26448265,52896529,699510668613696,699510721510225,1
88932,63711,59666,7908900624,4059091521,3560031556,0
44862,80167,91533,2012599044,6426747889,8378290089,0
41588,98911,99287,1729561744,9783385921,9857908369,0
29491,434859540,434859541,869719081,189102819529011600,189102820398730681,1
27341,373765140,373765141,747530281,139700379879219600,139700380626749881,1
44986,73931,447,2023740196,5465792761,199809,0
62939,1980658860,1980658861,3961317721,3923009519696499600,3923009523657817321,1
71366,17633,85361,5093105956,310922689,7286500321,0
74874,59990,48496,5606115876,3598800100,2351862016,0
55003,1512665004,1512665005,3025330009,2288155414326320016,2288155417351650025,1
88025,3874200312,3874200313,7748400625,15009428057500897344,15009428065249297969,1
94111,4428440160,4428440161,8856880321,19611082250700825600,19611082259557705921,1
1525,1162812,1162813,2325625,1352131747344,1352134072969,1
6949,24144300,24144301,48288601,582947222490000,582947270778601,1
46446,70062,2054,2157230916,4908683844,4218916,0
47161,1112079960,1112079961,2224159921,1236721837433601600,1236721839657761521,1
54820,27761,35296,3005232400,770673121,1245807616,0
25900,89447,23377,670810000,8000765809,546484129,0
48570,91175,88707,2359044900,8312880625,7868931849,0
68200,19994,46718,4651240000,399760036,2182571524,0
22017,242374144,242374145,484748289,58745225679732736,58745226164481025,1
70500,85609,20340,4970250000,7328900881,413715600,0
63883,2040518844,2040518845,4081037689,4163717152719096336,4163717156800134025,1
42810,51796,68837,1832696100,2682825616,4738532569,0
95299,4540949700,4540949701,9081899401,20620224177930090000,20620224187011989401,1
25031,313275480,313275481,626550961,98141526369230400,98141526995781361,1
30388,23516,35372,923430544,553002256,1251178384,0
95738,91710,97554,9165764644,8410724100,9516782916,0
7505,28162512,28162513,56325025,793127082150144,793127138475169,1
7617,29009344,29009345,58018689,841542039310336,841542097329025,1
37533,704363044,704363045,1408726089,496127297752945936,496127299161672025,1
11513,66274584,66274585,132549169,4392320484373056,4392320616922225,1
15190,96137,14351,230736100,9242322769,205951201,0
25283,319615044,319615045,639230089,102153776351121936,102153776990352025,1
49391,1219735440,1219735441,2439470881,1487754543591993600,1487754546031464481,1
82864,66718,36335,6866442496,4451291524,1320232225,0
57088,26243,18017,3259039744,688695049,324612289,0
62266,76202,78280,3877054756,5806744804,6127758400,0
97036,41815,47401,9415985296,1748494225,2246854801,0
60563,1833938484,1833938485,3667876969,3363330363096218256,3363330366764095225,1
35338,3644,62486,1248774244,13278736,3904500196,0
11382,18163,77753,129549924,329894569,6045529009,0
30267,458045644,458045645,916091289,209805811987374736,209805812903466025,1
31637,500449884,500449885,1000899769,250450086395613456,250450087396513225,1
26020,35600,67148,677040400,1267360000,4508853904,0
52501,1378177500,1378177501,2756355001,1899373221506250000,1899373224262605001,1
71847,2580995704,2580995705,5161991409,6661538824066455616,6661538829228447025,1
11982,37635,65190,143568324,1416393225,4249736100,0
26075,339952812,339952813,679905625,115567914386707344,115567915066612969,1
96474,70484,967,9307232676,4967994256,935089,0
69015,2381535112,2381535113,4763070225,5671709489688852544,5671709494451922769,1
97445,4747764012,4747764013,9495528025,22541263113642336144,22541263123137864169,1
16460,45329,36820,270931600,2054718241,1355712400,0
54973,1511015364,1511015365,3022030729,2283167430244052496,2283167433266083225,1
24515,300492612,300492613,600985225,90295809866582544,90295810467567769,1
34549,596816700,596816701,1193633401,356190173398890000,356190174592523401,1
80743,3259716024,3259716025,6519432049,10625748557122368576,10625748563641800625,1
47852,53353,4478,2289813904,2846542609,20052484,0
15278,72313,86354,233417284,5229169969,7457013316,0
66164,49034,73331,4377674896,2404333156,5377435561,0
43156,60805,84029,1862440336,3697248025,7060872841,0
84749,3591196500,3591196501,7182393001,12896692301612250000,12896692308794643001,1
25384,50825,62800,644347456,2583180625,3943840000,0
44045,969981012,969981013,1939962025,940863163640544144,940863165580506169,1
46589,1085267460,1085267461,2170534921,1177805459734851600,1177805461905386521,1
82199,3378337800,3378337801,6756675601,11413166290908840000,11413166297665515601,1
24471,299414920,299414921,598829841,89649294318606400,89649294917436241,1
92102,2051,70902,8482778404,4206601,5027093604,0
58354,37603,36942,3405189316,1413985609,1364711364,0
70694,99080,28525,4997641636,9816846400,813675625,0
42869,918875580,918875581,1837751161,844332331520336400,844332333358087561,1
18463,170441184,170441185,340882369,29050197203321856,29050197544204225,1
76792,11083,77232,5897011264,122832889,5964781824,0
37144,19594,95159,1379676736,383924836,9055235281,0
45469,1033714980,1033714981,2067429961,1068566659876400400,1068566661943830361,1
60559,1833696240,1833696241,3667392481,3362441900590137600,3362441904257530081,1
61855,1913020512,1913020513,3826041025,3659647479332742144,3659647483158783169,1
69099,2387335900,2387335901,4774671801,5699372699428810000,5699372704203481801,1
96022,73675,21843,9220224484,5428005625,477116649,0
45862,22880,2875,2103323044,523494400,8265625,0
90764,38780,55323,8238103696,1503888400,3060634329,0
42817,916647744,916647745,1833295489,840243086580289536,840243088413585025,1
7341,26945140,26945141,53890281,726040569619600,726040623509881,1
16487,135910584,135910585,271821169,18471686843221056,18471687115042225,1
54915,1507828612,1507828613,3015657225,2273547123165846544,2273547126181503769,1
78322,85344,90440,6134335684,7283598336,8179393600,0
88332,87508,33000,7802542224,7657650064,1089000000,0
60633,1838180344,1838180345,3676360689,3378906977067958336,3378906980744319025,1
45975,1056850312,1056850313,2113700625,1116932581974497344,1116932584088197969,1
9604,48524,41390,92236816,2354578576,1713132100,0
22281,248221480,248221481,496442961,61613903133390400,61613903629833361,1
21746,63910,25992,472888516,4084488100,675584064,0
97081,4712360280,4712360281,9424720561,22206339408521678400,22206339417946398961,1
608,90343,25220,369664,8161857649,636048400,0
87185,3800612112,3800612113,7601224225,14444652425881100544,14444652433482324769,1
8057,32457624,32457625,64915249,1053497355725376,1053497420640625,1
47688,84499,80670,2274145344,7140081001,6507648900,0
53943,1454923624,1454923625,2909847249,2116802751673293376,2116802754583140625,1
54435,1481584612,1481584613,2963169225,2195092962515190544,2195092965478359769,1
70080,54300,1490,4911206400,2948490000,2220100,0
16616,50141,38560,276091456,2514119881,1486873600,0
78943,3115998624,3115998625,6231997249,9709447424769893376,9709447431001890625,1
95280,30149,72394,9078278400,908962201,5240891236,0
33814,11289,46681,1143386596,127441521,2179115761,0
40599,824139400,824139401,1648278801,679205750632360000,679205752280638801,1
53558,12699,85033,2868459364,161264601,7230611089,0
75598,3285,72817,5715057604,10791225,5302315489,0
16813,141338484,141338485,282676969,19976567059418256,19976567342095225,1
91916,8918,52041,8448551056,79530724,2708265681,0
31402,5955,32869,986085604,35462025,1080371161,0
84334,14355,20189,7112223556,206066025,407595721,0
75166,1564,77051,5649927556,2446096,5936856601,0
46111,1063112160,1063112161,2126224321,1130207464739865600,1130207466866089921,1
47858,35291,97955,2290388164,1245454681,9595182025,0
42245,892320012,892320013,1784640025,796235003815680144,796235005600320169,1
71018,10836,36389,5043556324,117418896,1324159321,0
64908,29257,50147,4213048464,855972049,2514721609,0
95823,4591023664,4591023665,9182047329,21077498283407984896,21077498292590032225,1
66431,2206538880,2206538881,4413077761,4868813828951654400,4868813833364732161,1
60379,1822811820,1822811821,3645623641,3322642931131712400,3322642934777336041,1
33630,76098,93780,1130976900,5790905604,8794688400,0
50028,30827,93648,2502800784,950303929,8769947904,0
18112,23297,68189,328044544,542750209,4649739721,0
4651,10815900,10815901,21631801,116983692810000,116983714441801,1
67413,2272256284,2272256285,4544512569,5163148620177488656,5163148624722001225,1
85517,3656578644,3656578645,7313157289,13370567379756878736,13370567387070036025,1
64135,2056649112,2056649113,4113298225,4229805569890388544,4229805574003686769,1
69182,98935,5094,4786149124,9788134225,25948836,0
10838,76060,43737,117462244,5785123600,1912925169,0
65816,39290,22032,4331745856,1543704100,485409024,0
92734,48901,79367,8599594756,2391307801,6299120689,0
27874,77139,58953,776959876,5950425321,3475456209,0
56908,8272,38562,3238520464,68425984,1487027844,0
23661,279921460,279921461,559842921,78356023768531600,78356024328374521,1
33639,565791160,565791161,1131582321,320119636734145600,320119637865727921,1
88622,65185,11539,7853858884,4249084225,133148521,0
13657,93256824,93256825,186513649,8696835222566976,8696835409080625,1
69251,2397850500,2397850501,4795701001,5749687020350250000,5749687025145951001,1
69115,2388441612,2388441613,4776883225,5704653333933158544,5704653338710041769,1
55427,1536076164,1536076165,3072152329,2359529981608954896,2359529984681107225,1
32981,543873180,543873181,1087746361,295798035923312400,295798037011058761,1
92691,4295810740,4295810741,8591621481,18453989913899347600,18453989922490969081,1
93913,4409825784,4409825785,8819651569,19446563445231214656,19446563454050866225,1
32614,91774,94462,1063672996,8422467076,8923069444,0
56258,43453,48746,3164962564,1888163209,2376172516,0
6973,24311364,24311365,48622729,591042419540496,591042468163225,1
14486,42537,1878,209844196,1809396369,3526884,0
38586,63512,96466,1488879396,4033774144,9305689156,0
33100,54013,74093,1095610000,2917404169,5489772649,0
23301,271468300,271468301,542936601,73695037904890000,73695038447826601,1
17494,40374,92868,306040036,1630059876,8624465424,0
22615,255719112,255719113,511438225,65392264242068544,65392264753506769,1
17288,99176,93259,298874944,9835878976,8697241081,0
19779,195604420,195604421,391208841,38261089123536400,38261089514745241,1
75516,64132,42737,5702666256,4112913424,1826451169,0
69781,2434693980,2434693981,4869387961,5927734776248240400,5927734781117628361,1
80751,3260362000,3260362001,6520724001,10629960371044000000,10629960377564724001,1
88536,65660,1374,7838623296,4311235600,1887876,0
66418,45732,56634,4411350724,2091415824,3207409956,0
9515,45267612,45267613,90535225,2049156696182544,2049156786717769,1
2230,45945,38480,4972900,2110943025,1480710400,0
19762,25980,83966,390536644,674960400,7050289156,0
3388,23377,58729,11478544,546484129,3449095441,0
73010,26821,12390,5330460100,719366041,153512100,0
25100,39511,60134,630010000,1561119121,3616097956,0
8574,83099,63174,73513476,6905443801,3990954276,0
61855,1913020512,1913020513,3826041025,3659647479332742144,3659647483158783169,1
67475,2276437812,2276437813,4552875625,5182169111903347344,5182169116456222969,1
70242,4731,11429,4933938564,22382361,130622041,0
67208,53464,93781,4516915264,2858399296,8794875961,0
44311,981732360,981732361,1963464721,963798426671169600,963798428634634321,1
89585,4012736112,4012736113,8025472225,16102051104548876544,16102051112574348769,1
74993,2811975024,2811975025,5623950049,7907203535599800576,7907203541223750625,1
79633,3170707344,3170707345,6341414689,10053385061295534336,10053385067636949025,1
77927,3036308664,3036308665,6072617329,9219170303081464896,9219170309154082225,1
