side1^2,side2^2,side3^2,validity
1902442689,904822045281166336,904822047183609025,1
2982361321,2223619760758035600,2223619763740396921,1
6792561889,11534724250577531136,11534724257370093025,1
411765264,550793961,304781764,0
5139289,6603070286736,6603075426025,1
8648628004,4718316100,3563493025,0
9487344409,22502425979002217616,22502425988489562025,1
19053225,90756336198544,90756355251769,1
4338988641,4706705604512262400,4706705608851251041,1
3725759521,3470321000217657600,3470321003943417121,1
8763580996,7726058404,607474609,0
86676100,366684201,6375862801,0
606932496,7385855481,443102500,0
8734584681,19073242383022675600,19073242391757260281,1
8597925625,18481081258958947344,18481081267556872969,1
1188043024,756800100,7058352196,0
1310005636,2384075929,1028869776,0
2328834564,32353344,18139081,0
5012215209,6280575322826620816,6280575327838836025,1
30724849,236004071155776,236004101880625,1
4059728656,4259650756,4583290000,0
1172788516,5303809,1241223361,0
4033647121,4067577272171073600,4067577276204720721,1
97416900,6360062500,1445368324,0
4279907241,4579401495751104400,4579401500031011641,1
284495689,20234449122648336,20234449407144025,1
7713230625,14873481664752857344,14873481672466087969,1
293505424,1563332521,9351364,0
7319144704,3208656025,3279509289,0
6911927044,37283236,3175209801,0
731269764,2232846009,2111586304,0
688800025,118611368265600144,118611368954400169,1
1469802244,6671622400,186295201,0
3393528516,1411805476,2911249936,0
2499900001,1562375002500000000,1562375004999900001,1
1415264400,809687025,2479641616,0
1409326681,496550422739955600,496550424149282281,1
1953286416,654029476,203604361,0
321198084,481714704,2375490121,0
6098672836,4346633041,7900187689,0
128164,871489441,2782246009,0
6385128649,10192466962877576976,10192466969262705625,1
5710824900,2143296,2586739600,0
22240656,1884080836,2813559849,0
1150159396,278689636,5644516900,0
5647071609,7972354436469926416,7972354442116998025,1
2607634225,1699939061544020544,1699939064151654769,1
293764,920272896,1920455329,0
792366201,156961048725610000,156961049517976201,1
9539038224,8419347049,849605904,0
457788816,978063076,6287697025,0
4823719209,5817066749407036816,5817066754230756025,1
6082128144,2056169025,1770053184,0
166487409,6929514255639616,6929514422127025,1
2617345600,1466047521,1706763969,0
2419852864,702780100,5505936804,0
189337600,1599600025,9173233729,0
1672564609,699368091983548416,699368093656113025,1
1598640289,638912692604180736,638912694202821025,1
617870449,95440972627930176,95440973245800625,1
5681692129,8070406359344292096,8070406365025984225,1
6384809025,10191446568237958144,10191446574622767169,1
8512461169,18115498784176981056,18115498792689442225,1
1612825600,6866111044,1014295104,0
7658525169,14663251937222357056,14663251944880882225,1
7541880336,4698005764,136632721,0
292888996,9252708481,3808864656,0
922276161,212648328826086400,212648329748362561,1
