side1+side2,side1+side3,side2+side3,validity
87759,175649,109112,0
80765,92059,18484,0
113009,157888,96441,1
110555,88764,155707,1
102619,128848,74745,0
69891,74674,139493,0
118950,117597,151513,1
34311,66268,80887,0
66186,115244,50586,0
76506,20935,61001,0
125340,120495,96121,1
82077,136020,103801,1
62160,75123,33533,0
165363,139987,126772,1
79401,109773,95500,1
5338,93617,95355,0
128106,119961,174583,1
114785,178097,135140,1
169905,149752,125775,1
69131,87282,70827,1
92024,54368,134332,0
189566,94749,102297,0
64552,55693,108597,0
112117,87964,115461,1
66156,123371,114527,0
108185,106129,116998,1
12940,86504,98786,0
96033,19826,99997,0
14125,82765,72124,0
64782,122255,72731,0
48956,86425,133621,0
132880,181545,119789,1
74663,67096,59503,1
83052,25292,75922,0
143673,122635,95668,1
117370,108936,53812,0
180754,87938,101542,0
125430,149256,118528,1
117221,128374,186715,1
123933,86618,98975,1
90949,91793,119344,1
113887,148628,76079,0
129938,64117,80287,0
117981,133086,102355,1
184085,166003,153144,1
94353,162372,106215,1
91156,120964,75962,1
129049,122866,125529,1
68189,113264,121355,0
179777,148997,148402,1
65519,28324,53639,0
155719,77040,100927,0
37331,57979,42474,1
88290,12687,75935,0
96795,100192,193463,0
86915,92321,119104,1
30296,83834,84576,0
110781,108959,114530,1
132654,69100,74120,1
45347,29177,20414,0
48561,78069,54052,1
71314,17190,59398,0
62623,115442,141965,0
64420,135235,122093,0
108588,134644,62406,0
174605,96728,82965,0
93435,104109,57770,0
115365,111331,147464,1
62400,130583,82371,0
124099,103132,107899,1
63541,91832,117865,0
85947,81093,76666,1
104874,88137,39891,0
106256,136603,51453,0
99592,86956,46464,0
125212,117811,115737,1
103947,54515,78592,0
108062,83385,157405,0
168422,106926,101710,1
106313,50848,57715,0
18160,54601,50219,0
97943,103381,121480,1
77647,103065,39204,0
185191,165747,169578,1
61139,41675,74468,0
141487,68005,108576,0
93563,153927,108444,1
27955,117779,102548,0
30485,79264,56191,0
16822,49529,36731,0
121868,81661,51587,0
174773,126900,149941,1
144879,130372,136467,1
64943,54152,102347,0
88962,69748,78302,1
55155,96498,44141,0
115632,141032,92106,1
169581,147120,152111,1
162096,159708,164094,1
117807,69527,118346,0
44985,43166,42307,1
91267,91225,28244,0
68226,85754,122374,0
90783,126886,140837,1
138695,83998,60527,0
102661,126769,114102,1
62813,56374,27349,0
106730,19502,97912,0
34712,105162,97700,0
88842,64328,98584,1
77011,29016,101777,0
68126,88343,73921,1
97844,131020,66358,0
103747,89004,144525,1
100639,128282,169329,1
145513,140033,111724,1
76674,96970,149282,0
43434,23147,21377,0
114511,152559,90072,1
113437,93905,175380,0
97896,53954,61774,1
105374,106280,22432,0
66832,92734,147340,0
51117,57293,29630,0
108397,146709,124362,1
158686,169397,153717,1
96892,118849,108455,1
37323,67887,80214,0
176336,175551,173119,1
138635,171650,125615,1
17260,47135,52393,0
85055,118197,91808,1
129927,127811,189704,1
102418,96548,178110,1
84789,30908,62011,0
94943,179963,104652,1
111037,125231,39918,0
160337,181946,150153,1
129115,177755,145274,1
116867,107978,90999,1
97649,95577,15802,0
174779,101857,99396,1
118374,151911,109637,1
89152,97806,95766,1
154713,139358,115505,1
126886,136569,124501,1
97103,121138,101065,1
73185,96284,112977,1
87422,70156,25272,0
98344,138242,112978,1
159979,159939,175182,1
85491,44101,122270,0
43831,93854,104645,0
75461,122041,89482,1
108859,51109,92844,0
28838,15399,37871,0
37858,85940,70534,0
184235,121893,107424,1
129497,141256,89621,0
103257,70734,110053,0
149658,62217,112139,0
129089,75397,124620,0
84046,95039,145761,1
117488,85901,89313,1
108556,27472,87112,0
59840,52093,88801,1
126198,67714,112546,0
161362,108760,92930,1
66864,65638,6260,0
99623,136554,158019,1
47131,108236,94495,0
55191,119902,125067,0
79387,40497,49544,0
128021,144111,107344,1
136362,139510,84648,0
111182,125858,87746,1
150853,92613,120990,1
141068,137227,172739,1
126821,101870,121637,1
106376,75398,66228,1
68888,79385,17175,0
110738,154330,123470,1
45999,95354,101559,0
113879,180795,109964,1
64892,55207,98589,1
50687,115768,98601,0
166541,145451,158314,1
122042,135063,85637,0
183119,84927,101644,0
58761,90810,81013,1
112231,107024,61865,0
107233,187652,114115,1
77817,81406,140531,1
49709,26601,37280,0
48724,105313,91641,0
132432,64729,124445,0
94607,88600,134607,1
145857,124629,125506,1
56539,38017,73766,0
69841,74145,71604,1
119735,88595,42366,0
69811,88037,23964,0
163110,83392,90170,0
35817,103904,96261,0
42155,123812,103339,0
124010,136307,166259,1
122132,154948,118736,1
102793,33438,96389,0
32620,86181,95743,0
139677,160304,109311,1
52912,73792,108548,0
174194,110730,96536,1
117356,143052,129904,1
31541,84382,71795,0
113885,147781,80532,0
56949,79248,107369,0
111561,55428,84383,0
169077,159647,151384,1
160401,106654,101725,1
84233,130210,149203,0
174584,159068,170494,1
92835,76274,118813,1
184701,113362,105613,1
95257,170207,104796,1
149223,165261,128630,1
129510,114058,83450,1
94746,83181,148235,1
84482,56422,135580,0
148866,157909,142477,1
93114,45860,88170,0
78708,85022,142702,1
81062,65564,109026,1
129691,113545,63286,0
98885,116517,46504,0
139252,155395,181127,1
77568,94523,70523,1
111818,149607,107835,1
127030,114942,132758,1
73450,97971,93421,1
121043,163751,91242,0
31172,108335,96981,0
131542,112813,91687,1
114129,97149,89660,1
99299,104247,125870,1
117116,170650,129316,1
94327,91071,10494,0
119887,152148,128073,1
110351,158553,81706,0
168399,134579,135918,1
111815,86968,113527,1
20997,27047,28714,1
57563,37184,60473,0
139855,101631,125084,1
82845,100103,143326,1
140218,78193,124999,0
119190,79694,145258,0
98673,87089,88592,1
76402,102367,72595,1
38481,28747,28894,1
37851,111190,119055,0
94624,132288,130242,1
75517,73910,57335,1
158330,86362,119324,0
97085,113487,139350,1
56791,128824,115337,0
90094,63003,130441,0
65759,47434,76137,1
71305,33906,92739,0
40063,89689,110786,0
55966,75249,96113,0
114088,39782,87446,0
99620,41485,99957,0
186212,131062,133370,1
132098,120832,157364,1
55528,39392,93972,0
83647,162023,89070,0
154156,128375,159059,1
103673,139750,87673,1
96806,56239,147413,0
59982,78849,101725,0
156333,151008,185453,1
107034,82684,30336,0
27576,88944,64586,0
