side1,side2,side3,validity
77148,10611,98501,0
77170,3595,14889,0
87228,25781,70660,1
21806,88749,66958,1
78361,24258,50487,0
2536,67355,72138,0
42517,76433,75080,1
9846,24465,56422,0
65422,764,49822,0
18220,58286,2715,0
74857,50483,45638,1
57148,24929,78872,1
51875,10285,23248,0
89289,76074,50698,1
46837,32564,62936,1
1800,3538,91817,0
36742,91364,83219,1
78871,35914,99226,1
96941,72964,52811,1
42793,26338,44489,1
6030,85994,48338,0
91009,98557,3740,0
5824,58728,49869,0
42310,69807,45654,1
37500,28656,85871,0
48658,59527,57471,1
329,12611,86175,0
7931,88102,11895,0
12383,1742,70382,0
57153,7629,65102,0
880,48076,85545,0
97318,35562,84227,1
41128,33535,25968,1
16211,66841,9081,0
85320,58353,37315,1
86247,31123,22689,0
83575,97179,4363,0
78079,47351,71177,1
29440,87781,98934,1
55788,68145,30830,1
31699,59250,60094,1
93218,20669,55410,0
56884,73054,7233,0
74356,43625,58730,1
98472,85613,67531,1
75255,19098,87117,1
68079,23077,52885,1
63193,65856,59673,1
30049,38140,83215,0
90186,89591,58811,1
20102,45417,8222,0
65916,89803,11124,0
26418,10913,31561,1
12521,75769,166,0
1762,95033,98430,0
30066,56849,62255,1
14777,15519,69057,0
52605,58176,56354,1
63817,68837,5283,1
27055,18292,2122,0
36289,12272,41780,1
14553,56761,2637,0
18050,44573,97392,0
38781,25639,96454,0
90413,18175,44231,0
94184,80421,2544,0
69887,23548,34222,0
39616,75749,71715,1
55306,7094,75277,0
59666,64433,43466,1
18754,44787,73078,0
45187,40760,35906,1
76560,28314,11577,0
95703,10553,40900,0
70042,29550,16914,0
63643,61569,54168,1
39935,64012,14580,0
17021,91041,66364,0
86819,81603,20107,1
49723,56590,1125,0
11271,6889,43330,0
39922,58021,63459,1
70754,6893,32311,0
90680,94511,75067,1
14173,46966,27502,0
50458,91029,17547,0
69523,24040,84404,1
21593,6362,96186,0
26779,3706,52485,0
14810,2012,34719,0
75971,45897,5690,0
75866,98907,51034,1
69392,75487,60980,1
8374,56569,45778,0
40204,48758,29544,1
53756,1399,42742,0
82279,33353,58753,1
82295,87286,64825,1
78855,83241,80853,1
34494,83313,35033,0
22922,22063,20244,1
77124,14143,14101,0
15803,52423,69951,0
38416,52367,88470,1
81083,57612,2915,0
57664,44997,69105,1
45919,16894,10455,0
14160,92570,5342,0
21087,13625,84075,0
27293,61549,37035,1
2125,74886,26891,0
41274,26852,47069,1
81253,16591,49767,0
24113,79634,64891,1
29796,70843,98486,1
86911,58602,53122,1
12181,64493,84789,0
22602,20832,545,0
88499,26012,64060,1
15981,97456,77924,0
45038,52858,8916,1
94611,10763,11669,0
6113,60719,86621,0
39390,11727,17903,0
65372,43025,81337,1
87183,71503,82214,1
53643,43249,65206,1
12498,24825,55389,0
89384,86952,86167,1
92335,46300,79315,1
6001,11259,41134,0
55722,29333,62475,1
34017,95910,93794,1
10428,91990,86120,1
26843,57946,4065,0
85127,9816,94836,1
98175,12862,27056,0
96065,64272,85881,1
80798,48317,96957,1
66923,49944,41055,1
88712,8937,6865,0
88620,86159,13237,1
80324,38050,71587,1
45596,43556,52210,1
89283,65430,50075,1
69477,57409,67092,1
58588,38515,62550,1
28246,44939,68038,1
66153,21269,4003,0
61804,36540,76438,1
72368,87611,87571,1
3661,81830,40440,0
16520,27311,77334,0
54010,21451,68031,1
33562,75297,17547,0
3183,25655,12216,0
26632,11226,59308,0
99352,84883,22541,1
90566,38931,50690,0
31969,71288,38765,0
49868,99790,12349,0
39933,89156,35464,0
16662,67384,78377,1
57038,60450,28863,1
24458,84098,3014,0
11566,48274,40527,1
40683,85515,27031,0
88596,72766,20164,1
63121,3743,2517,0
39079,60544,97475,1
