side1^2,side2^2,side3^2,validity
92217609,1334025,90954369,0
68574961,70207641,1750329,0
5856993961,13920361,5843073600,1
54492366096,47059600,54446622244,0
190605636,1493284,189172516,0
642622500,7884864,634737636,1
4596736,1038579529,1042902436,0
5064599556,16957924,5048102500,0
5731236,142884,5597956,0
23736384,4978713600,5002449984,1
2975625,82355625,85100625,0
81796,7744,75625,0
263997504,1557504,262440000,1
2935472400,2941543696,6071296,1
2197546884,3802500,2193891921,0
9801,1089,9801,0
1898884,280900,1617984,1
18745443396,31203396,18714240000,1
208198738944,208287268225,88529281,1
6089149089,6106953609,18275625,0
9474084,850305600,859779684,1
17030250000,17049830625,19580625,1
63473089,984064,62489025,1
1390469521,3651921,1386817600,1
6724,10764961,10771524,0
1358954496,1368408064,9834496,0
22500,32400,14400,0
777924,842724,72900,0
2896161856,2908229184,12446784,0
23794296516,14853316,23779798849,0
166464,108160000,108326464,1
11216928100,14822500,11202105600,1
65028096,37423676304,37488704400,1
599076,9801,589824,0
2500500025,2507806084,7695076,0
1177176100,6441444,1170734656,1
50680161,51581124,1016064,0
492840000,493906176,1115136,0
48400,17424,30976,1
263607696,1205604,262440000,0
43375396,56256724225,56298951076,0
4596736,291897225,296493961,1
2858613156,2085136,2856581809,0
2759190784,2773286244,14584761,0
3992004,419904,3572100,1
15967860496,7075600,15960784896,1
37242824256,37276024900,33200644,1
762919641,765905625,2985984,1
23040000,3588489216,3611529216,1
571536,670761,99225,1
9784384,5171048100,5180832484,1
608400,219024,389376,1
5938860096,5942868100,4008004,1
1225,1764,784,0
43956900,16692640000,16736596900,1
6777405625,14645929,6762759696,1
304816681,2752281,302064400,1
6319773009,6343007449,23921881,0
29584,13660416,13690000,1
11886450625,11925295209,39929761,0
2558336400,12531600,2546211600,0
3007425600,9000000,2998657600,0
793881,833569,43681,0
871784676,880546276,8761600,1
11122225,304704,10817521,1
57988225,156025,57836025,0
1225,0,1225,1
705600,158407396,159112996,1
1058841,24010000,24980004,0
5517801,9047814400,9053332201,1
31222890000,31256472025,33582025,1
15839732736,15886081600,46348864,1
31789463616,67043344,31723884544,0
39564100,17039647296,17078307856,0
577600,67600,518400,0
32400,275625,308025,1
9008287744,6230016,9002214400,0
312653124,1483524,311169600,1
4004001,182898576,186650244,0
8892867204,8916269476,23990404,0
30041361,30195025,153664,1
331776,341056,10000,0
842724,60466176,61308900,1
3457440000,3475102500,18275625,0
4427837764,13586596,4414938025,0
66438801,439569,66015625,0
61779600,324900,61465600,0
62755260100,47087044,62708173056,1
1520064144,1524277764,4322241,0
22667121,6362295696,6384329604,0
27436644,18573601225,18600049924,0
21992890000,15210000,21978062500,0
10679824,3470388100,3480528016,0
72863296,35229413025,35302276321,1
0,0,0,1
155127025,1168561,153958464,1
9890700304,9909406116,19105641,0
384944400,386358336,1498176,0
17213440000,17223937600,10497600,1
6329793600,6350496100,20702500,1
13286025,6719408784,6732694809,1
211600,1218816,1430416,1
1905322500,15681600,1889640900,1
0,26896,6724,0
219024,327184,132496,0
9836474041,9859894209,23980609,0
58482716224,58524318724,41602500,1
66564,46225,29584,0
23409,73984,93636,0
495616,774400,278784,1
213444,12100,203401,0
32012964,8985523264,9016641936,0
3833764,7589894400,7593728164,1
18757561,23629838400,23648595961,1
242300356,2669956,239630400,1
23193856,16930693924,16953081616,0
7563085156,23921881,7539796224,0
675584064,683090496,7884864,0
972196,203918400,204890596,1
27060804,27436644,396900,0
822255625,1776889,820478736,1
47334400,83544121600,83590374400,0
1669264,149817600,151486864,1
2805625,3034564,287296,0
74287161,76055841,1896129,0
16770250000,36240400,16734009600,1
102030201,102313225,283024,1
599074576,3027600,596238724,0
372100,12100,360000,1
1334025,1008189504,1009523529,1
5343171409,20151121,5323599369,0
492307344,493372944,1089936,0
0,38416,9604,0
14017536,8774443584,8787937536,0
12893602500,6812100,12886790400,1
3712221184,3725881600,13660416,1
123876900,124813584,1016064,0
1461681,11209104,12489156,0
29127609,451584,28676025,1
9241600,9709456,467856,1
30780304,467856,30360100,0
4008004,167340096,171348100,1
72488196,75446596,2958400,1
7169347584,7172396100,3048516,1
10653696,5646019600,5656243264,0
9438511104,9457173504,18662400,1
3463204801,5764801,3457440000,1
21025,4410000,4431025,1
29474041,27403491600,27432965641,1
176400,296700625,296872900,0
87025,125316,55696,0
25050025,51847290000,51872340025,1
517562500,636804,516925696,1
1806336,64128064,65934400,1
1156,0,1156,1
16531273476,13883076,16517390400,1
12425625,17467322896,17479748521,1
8892324,3565403521,3573887524,0
61027344,31592929536,31652679744,0
196616484,4901796,192044164,0
32535616,29313548944,29345060416,0
628849,649636,24336,0
16337764,2069704036,2085383556,0
7546009,3167438400,3174984409,1
22184100,152100,22043025,0
10560645225,19105641,10541539584,1
25600,396900,422500,1
230400,2458624,2663424,0
10843849,3705887376,3716731225,1
824666089,826160049,1525225,0
472192900,3556996,468635904,1
483780025,3644281,480135744,1
65901924,1413721,64577296,0
33640000,462400,33177600,1
3829134400,6927424,3822206976,1
67103275849,67146283876,44089600,0
17305600,18181696,876096,1
54110736,54287424,186624,0
5522500,432964,5089536,1
14930496,30248862084,30263473296,0
4299687184,4325166756,26429881,0
14607684,8760960000,8775567684,1
90326016,53128406016,53216953344,0
27185796,27864623329,27891004036,0
611028961,611968644,976144,0
715716,14137600,14853316,1
739840000,741690756,1896129,0
4327008400,4335564025,8555625,1
64368529,65512836,1290496,0
250000,19600,230400,1
25250625,35496067216,35521317841,1
114318864,115734564,1490841,0
7214803600,21049744,7193753856,1
3657830400,3675269376,17438976,1
193600,3254416,3415104,0
9734400,10061584,327184,1
118336,54641664,54760000,1
44222500,13521038400,13565260900,1
2879180964,3663396,2875640625,0
12320100,1425213504,1437016464,0
17424,9801,27225,1
660747025,5438224,655308801,1
3730033476,3749112900,19079424,1
7782415524,7785591696,3240000,0
8294400,8386816,92416,1
16646400,18062500,1416100,1
51872340025,25050025,51847290000,1
54241012609,54331414281,92217609,0
1625702400,1629575424,3873024,1
8156736,5299840000,5307996736,1
1607609025,1616442025,9150625,0
193600,680625,874225,1
6635776,321843600,328479376,1
4624,4624,1156,0
4724225289,17816841,4706920449,0
36,36,0,1
11651475364,13380964,11638094400,1
52780467600,32947600,52748308900,0
54686025,23552427024,23605864164,0
35046400,53339750116,53373936784,0
33756100,1768900,32148900,0
295936,462400,166464,1
591511041,1092025,590441401,0
74132100,2592100,71740900,0
14440000,15023376,636804,0
70271647744,34668544,70237720576,0
42837025,15065107600,15106868100,0
39562801216,39637624464,76422564,0
625,676,64,0
17472400,13204767744,13222240144,1
278784,75759616,76038400,1
195364,14017536,14212900,1
31483321,31832164,384400,0
2509056,627264,1982464,0
423536400,425555641,2019241,1
442225,239104369,239537529,0
567106596,572262084,5391684,0
2340900,1008189504,1010476944,0
26338693264,26355574336,17305600,0
451584,239320900,239754256,0
5198400,184552225,189750625,1
155850256,155950144,102400,0
81529665156,50893956,81479989809,0
328696900,329712964,1016064,1
3997400625,5688225,3991712400,1
421070400,422302500,1232100,1
72800134225,72849248836,50381604,0
10458756,4193469049,4203447556,0
4556250000,4576522500,20930625,0
62980096,63043600,63504,1
22127616,13271040000,13293167616,1
9659664,16247326225,16256760004,0
6906384,202500,6718464,0
7883308944,7683984,7875852516,0
22921960000,22934073600,12390400,0
0,3364,841,0
4425974784,4435560000,9585216,1
1249924,1449616,266256,0
58380707641,58410189124,30140100,0
576,676,100,1
5849037441,5865262225,16224784,1
6567481600,12960000,6554521600,1
195364,14017536,14212900,1
0,0,0,1
73984,1147041,1221025,1
342225,511225,207025,0
17523140625,39690000,17483450625,1
6063425424,2862864,6060622500,0
38827126116,65901924,38762521924,0
78021889,80622441,2819041,0
4755757444,4767073936,11861136,0
77792400,150682159684,150758252176,0
17015625,5669337025,5685914025,0
5597956,5731236,142884,0
59798344369,59845793956,48776256,0
2997124516,6943225,2990339856,0
2002115025,10188864,1991926161,1
722373129,732405969,10595025,0
680625,226773481,227436561,0
69696,156816,108900,0
3860136900,1904400,3858273225,0
154829658256,154901280625,71622369,1
29975625,9987403969,10016606889,0
853776,41409225,42263001,1
24147396,93636,24059025,0
11560000,20874470400,20886030400,1
33315984,43209936900,43242370704,0
469068964,4235364,464833600,1
43097760000,19927296,43077832704,1
6160324,1582846225,1588660164,0
208224900,208802500,577600,1
11116750096,36240400,11080509696,1
0,289,289,1
104277326400,104327708004,50381604,1
40144530321,40214286225,69755904,1
2263380625,2264427396,1069156,0
55713465369,55740376836,27499536,0
1098922500,1988100,1096934400,1
223801600,225840784,2039184,1
7584516,321489,7290000,0
23609881,24029604,473344,0
13032100,1525225,11696400,0
22676745744,57972996,22620160000,0
260100,57600,202500,1
12090321936,12101100025,10778089,1
19466946576,18974736,19448533764,0
34542452736,34613858304,72999936,0
59049,62001,3249,0
4810809600,4827470400,17139600,0
1715616400,846400,1714788100,0
2768896,262144,2560000,0
3999297600,4003599076,4301476,1
313396209,1535121,311910921,0
37454400,876096,36578304,1
7938810000,7954499344,16032016,0
20142144,5473632256,5493774400,1
1871424,2294314201,2296134724,0
3706374400,9734400,3696640000,1
45526756900,41731600,45486225625,0
182358016,921600,181494784,0
282240000,282912400,672400,1
70756,831744,902500,1
20793600,2983890625,3004684225,1
268324,443556,662596,0
17172736,5868785664,5885958400,1
19782422500,14062500,19768360000,1
173422561,173765124,357604,0
536756224,5914624,530841600,1
1285956,141134400,142420356,1
1610497161,1625137969,15311569,0
1478656,1422421225,1423854756,0
7056,774400,781456,1
10999814400,11019750625,19936225,1
69588964,32132713536,32202302500,1
14400,82944,97344,1
15225092100,45562500,15180704100,0
695060496,1430416,693690244,0
855625,28387584,29181604,0
887324944,5234944,882090000,1
9355919076,9372176100,16257024,1
647193600,4875264,642318336,1
4271929600,4283178916,11249316,1
44836416,54968209209,55011826116,0
101032436736,101088387136,55950400,1
65205625,35255695225,35319564225,0
45481960225,45509688900,28408900,0
11664,5184,8100,0
880071556,11336689,869306256,0
27772900,649636,27123264,1
331776,21529600,21827584,0
10560645225,19105641,10541539584,1
1178411584,3841600,1174569984,1
13286025,21785760000,21799046025,1
12945604,200704,12744900,1
23499663616,27878400,23472691264,0
230592040000,230686168804,94128804,1
1372257936,1375371396,3186225,0
290521,40144896,40424164,0
3912484,1897386481,1901134404,0
74649600,75481344,831744,1
688900,3968064,4656964,1
1611621025,1616602849,4981824,1
24463462464,27123264,24437192976,0
10519579225,14969161,10504610064,1
12960000,13616100,656100,1
1732640625,1736388900,3920400,0
2303616016,2317267044,14160169,0
2401,0,2401,1
19725640704,19768360000,42719296,1
27248400,51547161600,51574410000,1
8503056,5756256900,5764453776,0
2456193600,2467903684,11710084,1
8074280449,21724921,8053088121,0
10099684,188356,9922500,0
6830361316,5262436,6825238225,0
74787904,74822500,34596,1
71910400,541696,71368704,1
11715897600,11723042529,7144929,1
1764,4900,3136,1
1863225,1901641,38416,1
11861136,12446784,705600,0
724201,247495824,248220025,1
5625,60025,65025,0
789610000,790734400,1166400,0
2903616,3150625,247009,1
8549776,3947860224,3956410000,1
2480625,826505001,828921681,0
130321,2368521,2486929,0
105625,114244,10816,0
4945605625,3515625,4942090000,1
410467600,810000,409657600,1
2088025,149817600,151905625,1
239320900,241491600,2371600,0
4004001,7574569024,7578573025,1
2890000,3125824,295936,0
11726290944,11731489344,5198400,1
0,0,0,1
19854782649,10989225,19843793424,1
57274624,27692288100,27749562724,1
422500,14017536,14409616,0
12320100,4678560000,4690880100,1
3462616336,22090000,3440526336,1
11726290944,11746657924,20784481,0
4004001,839840400,843844401,1
5929,0,5929,1
23409,41616,65025,1
5904900,50625,5856400,0
484,484,0,1
1421365401,11135569,1410678481,0
58660840000,58687969536,27709696,0
30470400,36252160000,36282630400,1
28900,676,28224,1
380016036,1525225,378535936,0
294849,3249,291600,1
3459600,829440000,832899600,1
29724304,16400388096,16430112400,1
2517229584,15382084,2502400576,0
802816,772284100,773062416,0
968256,1016064,57600,0
36,9,0,0
891201609,3814209,887503681,0
1780418025,1265625,1779152400,1
8433216,97344,8340544,0
225000000,226442304,1498176,0
35832196,1726596,34105600,1
10310521,10556001,263169,0
134866686564,72863296,134795451025,0
2976466249,9703225,2966763024,1
714599824,9205156,705858624,0
702038016,703310400,1272384,1
39866596,59072330304,59112196900,1
158684409,1432809,157251600,1
3038214400,3039978496,1806336,0
3260638404,11209104,3250026081,0
2439569664,7485696,2432462400,0
1293409296,11088900,1282785856,0
30448324,14407681024,14437464336,0
4674867129,20007729,4655469361,0
797449,71571600,72369049,1
10732176,10989225,257049,1
27300625,61583385600,61610686225,1
455625,25401600,25857225,1
649636,34222500,34833604,0
12236004,1990587456,2002383504,0
21298225,5285871616,5306539716,0
3802500,943718400,947408400,0
5953600,2154909241,2160576324,0
360000,35820225,36180225,1
16257024,16122904576,16139161600,1
7612081,401000625,408161209,0
21981027600,42380100,21939534400,0
23716,23716,0,1
3686400,4000000,313600,1
115600,2704,112896,1
734626816,736145424,1552516,0
11316496,26896,11289600,1
41267776,627264,40704400,0
23193856,23609881,416025,1
0,900,900,1
729,0,729,1
1768900,956417476,958150116,0
102432002500,47361924,102384640576,1
611424529,3900625,607523904,1
5694966225,5706744849,11778624,1
7868025,1181640625,1189215225,0
28710591364,31832164,28679761201,0
386043904,1327104,384787456,0
117483921,117548964,66564,0
2882508721,5688225,2876820496,1
239320900,432964,238887936,1
2176875649,2185936516,9634816,0
7929856,7628275600,7635963456,0
4186116,156816,4052169,0
0,0,0,1
29593600,7561172025,7590765625,1
1347921,622402704,623750625,1
193600,203401,9801,1
90000,202500,140625,0
101848464,242064,101606400,1
4435160409,21724921,4414140721,0
715716,14137600,14853316,1
77014020196,37994896,76976837809,0
5904900,9682560000,9688464900,1
2467903684,11710084,2456193600,1
4326400,409600,4000000,0
23932090000,23952205225,20115225,1
313600,11560000,11833600,0
138462289,138791961,337561,0
1192464,30813601,31832164,0
28132416,10683289600,10711422016,1
894916,1579506049,1580380516,0
50150915136,38638656,50113299600,0
994456225,4410000,990046225,1
14242035600,25765776,14216269824,1
19607184,8230118400,8249725584,1
4383366849,4394894436,12110400,0
195602752900,195685908496,84860944,0
87422500,2044900,85377600,1
6255001,2625537600,2631792601,1
44679813376,74373376,44605440000,1
2704,2704,0,1
13542400,7157160000,7170702400,1
2340900,54756,2286144,1
32535616,17195076900,17227612516,1
231361,79067664,79299025,1
46703556,485809,46240000,0
4014489600,4031234064,16744464,1
11792356,462400,11329956,1
24336,24336,2704,0
216178209,216266436,90000,0
68685926400,68729962896,44036496,1
0,0,0,1
764080164,972196,763140625,0
0,0,0,1
1128960000,1133668900,4708900,1
21609000000,21617820900,8820900,1
1774224,142826401,144600625,1
3657830400,3662670400,4840000,1
3175524,124411716,127373796,0
8281,9604,1764,0
39917124,15158534400,15198451524,1
97022500,1960000,95062500,1
422500,243765769,244171876,0
85266756,2125764,83283876,0
14400,3232804,3247204,1
1477018624,1479479296,2560000,0
102414400,102616900,202500,1
36626704,48400,36578304,1
921600,1166400,291600,0
2077809889,14379264,2063430625,1
11736688896,5308416,11731489344,0
30470400,31494544,1024144,1
1112222500,1119973156,7750656,1
7345347025,10452289,7334894736,1
617025600,617323716,298116,1
498450276,2917264,495730225,0
51574410000,27248400,51547161600,1
266256,6880129,7107556,0
16160400,4269315600,4285011600,0
26368225,6544162816,6569750916,0
464230116,468895716,4665600,1
456976,66227044,66650896,0
14402025,2530190601,2544092721,0
68121,7569,68121,0
43331418244,43362231696,31629376,0
0,0,0,1
448168900,6160324,442008576,1
5531904,5992704,518400,0
5363856,19044,5345344,0
1179396,12996,1166400,1
10452289,9718016400,9728468689,1
13326393600,13334937529,8543929,1
166464,781456,906304,0
63504,15876,50176,0
2907025,2196984384,2199891409,1
18275625,6089149089,6106953609,0
36626704,10566812025,10603438729,1
35381233801,29713401,35351520400,1
6625476,567678276,573985764,0
8294400,526702500,534996900,1
1008380025,5517801,1002862224,1
518400,525625,7225,1
27342441,29106025,1763584,1
2169696400,2176035904,6677056,0
508369,66977856,67486225,1
492840000,1065024,491774976,1
2480625,2640625,160000,1
6635776,874266624,880902400,1
10969344,13448113156,13458784144,0
345744,16769025,17114769,1
36917776,37675044,808201,0
20376196,18944769600,18965145796,1
3579664,1582050625,1585473124,0
11085352369,38291344,11047061025,1
131675625,133749225,2073600,1
9156676,12100,9144576,1
11853765625,14584761,11839180864,1
644550544,4460544,640090000,1
23409,41616,65025,1
2308610304,2323432804,14822500,1
2218033216,2228595264,10916416,0
99373105225,99415351204,43112356,0
389376,147865600,148254976,1
11401968400,11418204736,16842816,0
212751396,1920996,210830400,1
2560360000,2565422500,5062500,1
1764,1764,0,1
169390225,494209,168896016,1
10214416,2624512900,2634152976,0
239878144,240374016,506944,0
27185796,10077348996,10103868324,0
64128064,118635469225,118698164676,0
82944,291600,374544,1
4107528100,7431076,4100097024,1
8750667025,19820304,8730846721,1
4761,19044,19044,0
1893642256,1897386481,3744225,1
23771472400,23787509824,16451136,0
380835225,585225,380250000,1
2018525184,2031485184,12960000,1
722500,160000,562500,1
52490025,52925625,435600,1
16384,0,16384,1
19847025,48620250000,48640097025,1
230400,231361,961,1
144400,11826721,11957764,0
77053284,627264,76475025,0
5753222500,12432676,5740789824,1
898680484,1590121,897122304,0
2225480625,2230295076,5035536,0
203233536,204776100,1542564,1
1935032121,1942605625,7573504,1
1763160100,1766352784,3326976,0
1329696225,2405601,1327290624,1
2195109904,9734400,2185375504,1
55681444,672400,55071241,0
735385924,1517824,733868100,1
620458281,627352209,7241481,0
389376,422500,33124,1
59721984,100450963600,100509289024,0
203401,85377600,85581001,1
262144,331776,82944,0
1168561,148035889,149157369,0
4769856,231344100,236113956,1
138562617600,138632607556,69989956,1
2709410704,2725466436,16654561,0
46656,1656369,1703025,1
410062500,417384900,7784100,0
4900,8100,12100,0
3015108100,8340544,3006767556,1
21985179076,22014250384,30118144,0
12794929,17039647296,17052442225,1
19307102500,19448100,19287654400,1
30525625,374544,30151081,1
46240000,47334400,1254400,0
6760000,529984,6230016,1
230400,509179225,509404900,0
1334025,1008189504,1009523529,1
1164310884,13439556,1151516356,0
10969344,12222016,1430416,0
15023376,31684,14992384,0
816473476,5597956,811281289,0
42960852900,43042141156,81288256,1
4911206400,26873856,4884332544,1
31674384,23104,31651876,0
2909523600,2922483600,12960000,1
2196324,834054400,836250724,1
242611776,767376,241864704,0
408524944,5262436,403527744,0
15256836,13745921049,13760697636,0
2553604,323496196,325946916,0
3297856,61504,3240000,0
54686025,103452289600,103506975625,1
523494400,528264256,4769856,1
54641664,55621764,980100,1
447576336,7322436,440664064,0
977375169,3186225,974188944,1
15479341056,15527153664,49112064,0
4901796,890903104,895804900,1
698896,957469249,958150116,0
1664100,2937098025,2938724100,0
139617856,705600,138956944,0
3460262976,3470388100,10125124,1
15876,0,15876,1
10482483456,10514861764,33258289,0
876096,147622500,148498596,1
17397241,40913961984,40931359225,1
13132014025,13141871044,10125124,0
303456400,360000,303108100,0
706921744,716739984,10368400,0
4162959441,17816841,4145685769,0
9085711761,12006225,9073705536,1
2405902500,2414739600,9363600,0
4690469169,10361961,4680338569,0
60575089,61246276,739600,0
44729344,61278031936,61321607424,0
4037839936,4061767824,24820324,0
2706080400,7485696,2698594704,1
15982016400,15990867025,8850625,1
2317170769,3560769,2313610000,1
2166530116,2172864996,6502500,0
12602500,7271143441,7283256964,0
32400,16386304,16418704,1
11656873089,22014864,11634858225,1
14607684,1603201600,1617809284,1
27138938121,59954049,27080322721,0
12544,28224,19600,0
22515025,7096377600,7118296900,0
283024,10432900,10679824,0
18974736,19044496,71824,0
2025,1296,729,1
158961664,3211264,155750400,1
28288548864,28337682244,50140561,0
3364,0,3364,1
15440547600,7617600,15433092900,0
4554900100,4588164,4550311936,1
65019900100,65063765776,44997264,0
250905600,252810000,1904400,1
10541539584,10560645225,19105641,1
1671583225,1674610084,3154176,0
74267150400,74306398464,40144896,0
27499536,37673645409,37700435556,0
329476,60516,284089,0
9216,2082249,2090916,0
6453230224,6290064,6447126436,0
608400,380835225,381420900,0
2094984441,13860729,2081640625,0
10774232401,10779007684,4875264,0
5035536,756250000,761097744,0
268730449,275128569,6859161,0
12415307776,14258176,12401049600,1
51984,36100,23104,0
5490069025,10368400,5479700625,1
1563886116,3218436,1560803049,0
3441025,3845521,404496,1
59907600,27662342400,27722250000,1
108160000,108326464,166464,1
14699556,9951060025,9965230276,0
12780625,774400,12006225,1
5825963584,5833140625,7177041,1
16516362256,16562145636,46963609,0
2195016201,2213232025,18215824,1
3348900,729000000,732243600,0
762422544,5973136,756690064,0
727704576,3564544,724255744,0
19360000,35815562500,35834490000,0
2770127424,2779187524,9060100,1
51953908356,37896336,51916989609,0
9684528100,9689646096,5234944,0
374422500,375196900,774400,1
62726400,30328222500,30390948900,1
3257898084,3175524,3254816601,0
147456,9363600,9511056,1
21902400,22146436,244036,1
1279278289,3359889,1275918400,1
4576251904,4460544,4571923456,0
3422500,360000,3062500,1
18916976521,18938713924,22467600,0
0,1089,1089,1
7603840000,27878400,7575961600,1
3162937600,3171266596,8328996,1
29648025,29757025,112225,0
6890328064,21233664,6869094400,1
4202500,202500,4000000,1
957469249,958150116,698896,0
5373124,5550736,207936,0
2854764900,8328996,2846435904,1
1742400,142706916,144288144,0
37933015696,71639296,37861376400,1
0,0,0,1
346921,31136400,31483321,1
4143496900,21086464,4122410436,1
24336,38025,54756,0
2286144,278723025,280830564,0
165482496,1721344,163840000,0
876988996,7918596,869070400,1
4557600100,23193856,4534406244,1
28132416,8116208100,8144340516,1
19555225600,19606720576,51494976,1
8179393600,8186268484,6874884,1
88529281,49946886144,50033637124,0
625,400,900,0
10227204,16373505681,16383488004,0
2117025,22591009,24472809,0
10323369,1550390625,1560329001,0
14757876324,12744900,14745487761,0
1971216,332150625,334121841,1
356303376,359254116,3080025,0
12236004,12541536121,12553409764,0
2022084,505521,1597696,0
593409600,8156736,585252864,1
1341903424,5914624,1336341136,0
9053522500,4186116,9049336384,1
50176,78400,28224,1
4487660100,4503215236,15555136,1
756900,158760000,159516900,1
11029041,1049760000,1060283844,0
6305121,2460160000,2466314244,0
109746438400,52998400,109693440000,1
1732557376,1733473225,915849,1
724040464,727057296,3111696,0
28227969,33584227600,33612455569,1
102361603600,102405120064,44408896,0
467424400,467640625,216225,1
60552905625,36905625,60516000000,1
2499561,35426304,37675044,0
1020099721,1022528529,2486929,0
1544490000,8122500,1536640000,0
900,900,100,0
9455617600,17106496,9438511104,1
1675756096,9486400,1666598976,0
1557504,3442051561,3443577124,0
24561936,41312595025,41336582596,0
12117361,2462045161,2473769169,0
5783602500,11902500,5772200625,0
327184,9734400,10061584,1
207025,240100,44100,0
866761,119771136,120604324,0
37283236,11098622500,11134892484,0
3836068096,7225344,3829134400,0
21973911696,20142144,21954348900,0
3143529,63504,3080025,1
51839093124,29354724,51810409161,0
1138725025,1147041,1137577984,1
2250553600,1517824,2249035776,1
9979281,3789633600,3799612881,1
86713344,49903538881,49990252225,1
71233600,360000,70896400,0
2666276496,2768896,2663592100,0
19209960000,19251562500,41602500,1
722500,56644,665856,1
409600,147456,262144,1
4057690000,4063935001,6245001,1
11088900,3789633600,3800722500,1
34751670724,31854736,34720732225,0
781456,131675625,132457081,1
90000,62500,40000,0
8782876089,14907321,8768262321,0
11964421924,20702500,11944522681,0
307581444,3020644,304816681,0
105625,114244,10816,0
826562500,831860964,5503716,0
23083028761,23092449444,9610000,0
8740754064,8760585604,20295025,0
715776516,2196324,713691225,0
5351507716,12082576,5339955625,0
1012766976,1016079376,3312400,1
14650681600,19360000,14631321600,1
21898080400,21344400,21877368100,0
4528384,885300516,889828900,1
21902400,22146436,244036,1
342731169,343991209,1297321,0
405619600,408686656,3326976,0
0,1936,1936,1
181476,126025,80656,0
1768034304,1780333636,12794929,0
12027024,3469799025,3481826049,1
613089,111429136,112042225,1
9809424,7700062500,7709542416,0
24304900,19078515625,19102004100,0
34739236,164836,34574400,1
5607424,589824,5017600,1
22090000,3440526336,3462616336,1
102990930084,53144100,102938947281,0
39924036100,23174596,39900861504,1
3432788100,5475600,3427517025,0
69603630625,32182929,69571447696,1
3276875536,5035536,3271840000,1
60360627856,33408400,60327219456,1
5165584384,4734976,5160985600,0
26244,18225,11664,0
26696945664,26745331600,48385936,1
0,0,0,1
15062161984,15090648336,29095236,0
39204,841,38416,0
5248681,1100912400,1106161081,1
9169977600,9196810000,26832400,1
8775567684,14607684,8760960000,1
269288100,168100,269124025,0
50176,36626704,36675136,0
1079516736,1082673216,3240000,0
488852100,902500,487968100,0
665856,171086400,171714816,0
42370928964,17288964,42353640000,1
298116,1399489,1623076,0
1131649600,1137038400,5569600,0
63504,3600,60516,0
96968091609,97011069156,43877376,0
1927385604,2452356,1925015625,0
44573343376,40857664,44533660900,0
5597956,67600,5536609,0
1806336,220225600,221890816,0
114709561344,114758337600,48776256,1
953389129,9486400,943902729,1
2176035904,6677056,2169696400,0
5017600,342102016,346853376,0
74649600,75481344,831744,1
38365636,494209,37896336,0
52591504,31541760000,31594351504,1
115600,126000625,126112900,0
49102571281,31460881,49071110400,1
3688375824,10458756,3678179904,0
2413756900,17347225,2397081600,0
2547216,1122049009,1124596225,1
2737905625,2756985049,19079424,1
65404993536,65454105600,49112064,1
20793600,22562500,1768900,1
10758400,1024000000,1034265600,0
480249,168896016,169364196,0
59536,93025,33489,1
9437184,20855981056,20865224704,0
55805557824,55839580416,34857216,0
9156676,12100,9144576,1
487968100,488852100,902500,0
313600,25684624,25969216,0
701243361,10144225,691637401,0
864477604,3810304,860894281,0
206116,3844,202500,0
33816267664,23386896,33793468900,0
1679616,33177600,34857216,1
383102329,386004609,3024121,0
